Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Most_Listened_To_Song,Curse_Words_Per_Day,Starbucks_Visits_Per_Week,Party,Facebook_Friends,Avg_Drinks_Per_Day
125.47,79.25,Other,61.71,0.49,Know_Nothings,262,0.01
120.4,81.17,Camila_Cabello-Havana,61.01,4.18,Know_Somethings,267,0.03
121.44,79.4,Drake-Gods_Plan,59.42,16.25,Know_It_Alls,334,0.15
118.45,78.41,Drake-Gods_Plan,58.49,0.17,Federalists,445,0.01
115.61,80.68,Ed_Sheeran-Perfect,55.82,1.01,Federalists,409,0.08
120.5,78.84,Drake-Gods_Plan,61.64,1.13,Federalists,397,0.01
117.15,80.28,Ed_Sheeran-Perfect,58.51,0.25,Federalists,315,0.02
121.69,78.11,Rage_Against_The_Machine-Testify,61.48,1.57,Know_Somethings,330,0.02
116.17,87.62,Camila_Cabello-Havana,55.64,5.63,Know_Nothings,351,0.05
121.5,76.8,Drake-Gods_Plan,62.55,10.52,Know_It_Alls,472,0.11
119.89,78.8,Drake-Gods_Plan,63.65,10.96,Know_It_Alls,268,0.03
117.74,84.06,Camila_Cabello-Havana,58.15,0.47,Federalists,261,0
122.03,76.29,ACDC-ThunderStruck,63.5,12.3,Federalists,200,0.05
116.01,78.75,Ed_Sheeran-Perfect,60.65,1.16,Federalists,401,0.13
119,76.36,Ed_Sheeran-Perfect,60.77,0.44,Federalists,262,0.03
119.07,77.99,Mozart-Die_Zauberflote,56.26,11.69,Know_It_Alls,447,0.34
124.09,88.48,Other,63.78,4.27,Know_Nothings,260,0.12
118.4,77.17,Camila_Cabello-Havana,60.71,0.79,Federalists,252,0.25
119,80.4,Drake-Gods_Plan,64.09,4.88,Know_Somethings,407,0.16
117.59,83.06,Camila_Cabello-Havana,58.96,5.93,Know_Somethings,285,0.01
116.76,79.46,Other,60.9,0.35,Know_Nothings,537,0.14
117.75,81.35,Rage_Against_The_Machine-Testify,58.51,14.65,Know_Somethings,344,0.22
117.34,82.65,Camila_Cabello-Havana,61.35,2.84,Federalists,339,0.14
121.45,76.72,Drake-Gods_Plan,61.14,8.8,Know_Somethings,139,0.08
121.29,79.03,Rage_Against_The_Machine-Testify,64.07,0,Know_Somethings,467,0.03
122.59,77.65,Drake-Gods_Plan,62.72,4.7,Know_Somethings,303,0.05
121.6,79.38,Drake-Gods_Plan,59.11,12.69,Know_It_Alls,572,0.24
118.39,76.55,Camila_Cabello-Havana,60.89,6.52,Know_It_Alls,202,0.13
118.17,77.93,Other,60.01,9.44,Know_Nothings,208,0.01
120.33,79.86,Rage_Against_The_Machine-Testify,61.48,10.67,Know_Somethings,266,0.05
122.56,78.34,Camila_Cabello-Havana,60.97,8.41,Know_Somethings,345,0
118.52,82.42,Ed_Sheeran-Perfect,59.53,5.04,Know_Somethings,338,0.48
122.64,80.15,Ed_Sheeran-Perfect,63.29,9.27,Know_It_Alls,243,0.06
118.14,79.19,Camila_Cabello-Havana,59.54,4.08,Know_Somethings,207,0.04
125.77,77.28,Ed_Sheeran-Perfect,62.41,12.97,Know_It_Alls,575,0.06
119.19,84.17,Mozart-Die_Zauberflote,59.68,1.88,Know_It_Alls,311,0.01
120.21,83.06,Camila_Cabello-Havana,59.68,4.66,Know_Nothings,405,0.05
121.05,81.23,Ed_Sheeran-Perfect,62.67,20.31,Know_It_Alls,379,0.14
128.23,78.95,Ed_Sheeran-Perfect,66.81,1.5,Federalists,331,0.01
115.74,80.53,Camila_Cabello-Havana,59.32,22.62,Know_Nothings,317,0.16
119,80.78,ACDC-ThunderStruck,61.78,12.52,Federalists,255,0.03
121.19,77.72,Camila_Cabello-Havana,60.86,3.29,Know_Somethings,217,0.04
120.42,76.67,Drake-Gods_Plan,58.76,6.17,Know_It_Alls,360,0.02
139.16,79.02,Other,72.85,14.59,Know_Nothings,246,0.11
123.46,88.11,Drake-Gods_Plan,61.89,0.92,Federalists,167,0.08
127.13,83.28,Rage_Against_The_Machine-Testify,63.07,0.15,Know_Somethings,413,0.01
118.48,80.32,ACDC-ThunderStruck,59.84,3.24,Federalists,306,0.13
130.02,82.79,Drake-Gods_Plan,62.07,9.59,Know_It_Alls,320,0.04
116.44,78.33,Ed_Sheeran-Perfect,60.79,4.09,Know_It_Alls,536,0.05
120.36,79.91,ACDC-ThunderStruck,56.99,3.32,Federalists,292,0.03
120.95,76.82,Rage_Against_The_Machine-Testify,62.2,2.87,Know_Somethings,366,0.14
118.59,80.11,ACDC-ThunderStruck,63.77,3.28,Federalists,482,0.04
116.77,76.25,Drake-Gods_Plan,58.66,4.09,Know_It_Alls,542,0.02
118.08,78.62,Rage_Against_The_Machine-Testify,63.15,2.25,Know_Somethings,100,0.12
119.44,80.2,Drake-Gods_Plan,61.03,2.39,Federalists,353,0.09
117.42,83.22,Other,59.93,2.91,Know_Nothings,364,0.02
119.98,78.4,Drake-Gods_Plan,62.12,2.84,Federalists,311,0.03
123.87,78.24,Drake-Gods_Plan,62.55,7.11,Know_Somethings,429,0.02
119.77,79.5,Camila_Cabello-Havana,62.32,2.4,Federalists,306,0.02
126.67,79.65,Camila_Cabello-Havana,61.65,19.9,Know_It_Alls,163,0.06
125.33,81.7,Drake-Gods_Plan,64.02,28.83,Know_Nothings,190,0.05
116.61,84.68,Ed_Sheeran-Perfect,61.93,5.34,Know_Nothings,186,0.06
118.81,85.61,Ed_Sheeran-Perfect,60.47,2.51,Federalists,390,0
117.63,77.44,Ed_Sheeran-Perfect,59.21,6.57,Know_It_Alls,284,0.07
120.77,79.37,Drake-Gods_Plan,58.26,1.37,Federalists,484,0.13
118.96,85.22,ACDC-ThunderStruck,60.8,5.47,Federalists,469,0.03
115.63,84.05,Drake-Gods_Plan,60.04,0.19,Federalists,347,0.08
126.43,76.55,Rage_Against_The_Machine-Testify,65.19,0.63,Know_Somethings,534,0.01
126.28,81.26,Other,61.41,6.71,Know_Nothings,366,0.06
121.03,79.51,Rage_Against_The_Machine-Testify,59.91,3.25,Know_Somethings,349,0.09
115.61,81.7,Camila_Cabello-Havana,61.08,3.31,Know_Somethings,425,0.01
119.99,75.17,Ed_Sheeran-Perfect,58.15,10.06,Know_It_Alls,327,0.03
120.33,79.09,Drake-Gods_Plan,62.01,0.43,Federalists,314,0.02
120.52,81.11,Camila_Cabello-Havana,60.94,6.2,Know_Somethings,254,0.04
119.57,78.77,Camila_Cabello-Havana,56.52,6.78,Know_Somethings,233,0.01
120.93,79.13,ACDC-ThunderStruck,62.44,3.41,Federalists,213,0.01
119.81,84.31,Rage_Against_The_Machine-Testify,59.56,2.11,Know_Somethings,261,0.02
118.44,80.44,ACDC-ThunderStruck,63.13,8.04,Federalists,469,0.07
120.95,75.07,Ed_Sheeran-Perfect,61.35,2.03,Federalists,278,0.16
124.89,78.82,Drake-Gods_Plan,63.7,0.02,Federalists,426,0.07
123.58,82.58,Ed_Sheeran-Perfect,65.73,10.46,Know_It_Alls,343,0.22
118.03,77.43,Rage_Against_The_Machine-Testify,58.71,2.99,Know_Somethings,441,0.05
119.83,76.44,Other,59.72,11.07,Know_Nothings,248,0.04
119.55,81.25,Other,61.24,1.78,Know_Nothings,478,0.17
119.68,83.02,Camila_Cabello-Havana,60.67,1.09,Federalists,414,0.03
123.33,81.93,ACDC-ThunderStruck,59.65,2.73,Federalists,174,0.06
117.16,80.03,Other,60.84,5.61,Know_Nothings,329,0.04
124.97,76.72,Drake-Gods_Plan,63.61,2.14,Federalists,281,0
120.64,77.35,Drake-Gods_Plan,62.48,17.49,Know_It_Alls,141,0.22
122.04,82.04,Camila_Cabello-Havana,60.83,12.27,Know_It_Alls,419,0.16
117.24,86.61,Camila_Cabello-Havana,59.19,3.94,Know_Nothings,208,0.06
117.36,79.82,ACDC-ThunderStruck,54.88,13.3,Federalists,453,0.02
124.5,79.45,ACDC-ThunderStruck,63.63,2.82,Federalists,317,0.03
119.89,75.38,Drake-Gods_Plan,58.13,10.16,Know_It_Alls,403,0.05
121.81,84.54,Other,61.75,11.41,Know_Nothings,173,0.02
123.24,82.5,Camila_Cabello-Havana,63.27,13.16,Know_It_Alls,228,0.03
120.06,82.57,Rage_Against_The_Machine-Testify,63.47,18.42,Know_Somethings,208,0.02
116.65,76.86,Ed_Sheeran-Perfect,60.81,0.98,Federalists,312,0.17
115.7,79.69,ACDC-ThunderStruck,59.14,7.31,Federalists,454,0.08
118.45,78.77,Ed_Sheeran-Perfect,57.61,4.81,Know_Somethings,352,0.07
117.55,85.77,Camila_Cabello-Havana,58.13,1.03,Federalists,296,0.31
118.32,77.76,ACDC-ThunderStruck,56.92,2.01,Federalists,268,0.2
115.76,81.13,Drake-Gods_Plan,54.07,11.61,Know_It_Alls,329,0.07
118.79,77.87,Camila_Cabello-Havana,59.7,19.41,Know_It_Alls,437,0.03
121.23,80.35,Drake-Gods_Plan,64.54,1.38,Federalists,385,0.09
117.13,79.81,Drake-Gods_Plan,62.68,49.76,Know_Nothings,309,0.05
123.26,84.26,Other,63.97,27.32,Know_Nothings,329,0.2
123.55,89.51,Camila_Cabello-Havana,61.74,1.15,Federalists,253,0.16
119.19,82.94,Drake-Gods_Plan,58.3,5.92,Know_Nothings,623,0.03
120.61,78.24,ACDC-ThunderStruck,58.23,0.34,Federalists,351,0.02
133.65,78.75,Drake-Gods_Plan,66.88,1.23,Federalists,450,0.12
118.68,76.48,Other,60.56,43.72,Know_Nothings,147,0.07
119.85,84.52,Other,63.76,2.74,Know_Nothings,210,0.14
120.03,79.25,Other,60.57,3.95,Know_Nothings,310,0.09
121.23,77.59,Ed_Sheeran-Perfect,64.46,31.78,Know_Nothings,297,0.09
119.45,80.01,Rage_Against_The_Machine-Testify,60.87,6.62,Know_Somethings,222,0.08
123.98,79.58,Other,64.09,3.97,Know_Nothings,248,0.11
120.59,76.37,Camila_Cabello-Havana,63.03,0.9,Federalists,344,0.06
121.19,80.67,Other,57.72,5.78,Know_Nothings,428,0.04
126.86,83.51,Rage_Against_The_Machine-Testify,69.56,5.85,Know_Somethings,287,0.11
122.56,78.64,Other,59.96,0.65,Know_Nothings,212,0.01
118.78,77.56,Ed_Sheeran-Perfect,55.62,2.13,Federalists,396,0.19
122.09,80.65,ACDC-ThunderStruck,59.45,2.76,Federalists,249,0.11
122.1,79.03,Drake-Gods_Plan,58.59,5.51,Know_Somethings,293,0.11
122.32,82.84,Camila_Cabello-Havana,62.76,26.19,Know_Nothings,385,0.02
125.62,84.18,Mozart-Die_Zauberflote,63.2,19.72,Know_It_Alls,252,0.14
122.13,83.42,Drake-Gods_Plan,61.91,5.51,Know_Nothings,388,0.03
119.43,79.75,Rage_Against_The_Machine-Testify,62.42,15.06,Know_Somethings,250,0.08
119.41,78.69,Mozart-Die_Zauberflote,59.41,10.18,Know_It_Alls,137,0.09
114.37,80.75,Camila_Cabello-Havana,55.93,3.02,Know_It_Alls,243,0.09
118.36,76.32,Drake-Gods_Plan,59.05,11.96,Know_It_Alls,258,0.02
119.66,79.38,Ed_Sheeran-Perfect,64.43,4.24,Know_Somethings,487,0
122.86,77.74,Drake-Gods_Plan,64.99,5.52,Know_Somethings,324,0.27
127.92,77.41,Mozart-Die_Zauberflote,65.14,9.55,Know_It_Alls,598,0.13
122.85,78.94,Drake-Gods_Plan,64.47,11.39,Know_It_Alls,282,0.42
118.69,82.7,Rage_Against_The_Machine-Testify,58.75,4.52,Know_Somethings,348,0.12
122.25,82.94,Ed_Sheeran-Perfect,61.37,12.97,Know_It_Alls,425,0.09
127.75,78.52,Ed_Sheeran-Perfect,65.58,6.77,Know_Nothings,358,0.04
119.8,81.53,Rage_Against_The_Machine-Testify,61.32,1.41,Know_Somethings,279,0.01
121.72,79.9,Rage_Against_The_Machine-Testify,62.63,14.13,Know_Somethings,317,0.08
119.11,80.14,Drake-Gods_Plan,61.16,4.89,Know_Somethings,389,0.01
123.08,76.29,ACDC-ThunderStruck,62.86,19.22,Federalists,186,0.03
119.03,83.08,ACDC-ThunderStruck,62.11,17.05,Federalists,409,0
122.48,82.85,Camila_Cabello-Havana,61.16,2.88,Federalists,404,0.14
119.17,80.84,Other,57.51,0.22,Know_Nothings,394,0
118.64,77.03,Drake-Gods_Plan,59.95,2.21,Federalists,385,0.09
126.01,81.11,Ed_Sheeran-Perfect,64.57,10.37,Know_It_Alls,493,0.17
121.83,83.44,ACDC-ThunderStruck,59.9,3.82,Federalists,340,0.04
118.49,78.3,Camila_Cabello-Havana,59.1,5.35,Know_Somethings,376,0
121.06,81.35,Rage_Against_The_Machine-Testify,60.75,14.65,Know_Somethings,330,0.03
122.32,82.97,Ed_Sheeran-Perfect,65.53,1.99,Federalists,276,0
118.24,82.83,Ed_Sheeran-Perfect,58.9,1.65,Federalists,230,0.04
117.76,78.95,Rage_Against_The_Machine-Testify,59.42,0.26,Know_Somethings,436,0.04
117.8,78.46,Ed_Sheeran-Perfect,63.59,10.59,Know_It_Alls,316,0
119.68,80.35,Camila_Cabello-Havana,59.8,4.84,Know_Somethings,250,0.19
123.85,79.5,Ed_Sheeran-Perfect,59.56,1.39,Federalists,246,0.22
114.72,83.07,Camila_Cabello-Havana,56.26,3.83,Know_Somethings,361,0.11
120.42,83.54,Camila_Cabello-Havana,58.98,7.41,Know_Nothings,359,0.07
123.83,79.55,Ed_Sheeran-Perfect,62.02,2,Federalists,294,0.03
120.78,82.95,Drake-Gods_Plan,62.2,5.68,Know_Nothings,183,0.17
122.24,82.07,Ed_Sheeran-Perfect,63.17,6.31,Know_Nothings,242,0.01
115.82,77.33,Ed_Sheeran-Perfect,57.85,2.79,Federalists,285,0.03
120.75,81.83,Camila_Cabello-Havana,63.05,2.35,Federalists,452,0.31
115.92,80.28,Ed_Sheeran-Perfect,58.72,2.56,Federalists,395,0.17
123.19,79.27,Drake-Gods_Plan,59.46,0.54,Federalists,179,0.06
127.59,79.18,Drake-Gods_Plan,65.68,1.94,Federalists,341,0
119.54,75.37,Ed_Sheeran-Perfect,63.5,6.45,Know_It_Alls,638,0.02
115.3,78.76,Camila_Cabello-Havana,58.39,7.67,Know_It_Alls,379,0.05
119.9,81.95,Drake-Gods_Plan,60.81,7.06,Know_Somethings,462,0.09
120.36,81.04,Drake-Gods_Plan,60.54,12.28,Know_It_Alls,303,0.12
122.65,78.43,Drake-Gods_Plan,59.46,28.33,Know_Nothings,340,0.02
118.99,79.28,Camila_Cabello-Havana,62,13.09,Know_It_Alls,330,0.03
117.17,81.99,Rage_Against_The_Machine-Testify,61.41,4.67,Know_Somethings,407,0.07
117.09,78.03,Camila_Cabello-Havana,63.69,0.19,Federalists,378,0.05
123.7,80.08,Camila_Cabello-Havana,61.61,1.55,Federalists,474,0.12
119.55,81.12,Camila_Cabello-Havana,59.08,9.41,Know_It_Alls,364,0.08
116.97,78.58,Drake-Gods_Plan,60.55,7.34,Know_It_Alls,407,0.3
116.83,82.05,Mozart-Die_Zauberflote,61.57,0.5,Know_It_Alls,349,0.06
123.42,81.84,Rage_Against_The_Machine-Testify,63.51,6.26,Know_Somethings,168,0.01
117.22,80.74,Rage_Against_The_Machine-Testify,59.34,3.22,Know_Somethings,393,0.07
118.17,78.38,Rage_Against_The_Machine-Testify,60.54,1.9,Know_Somethings,498,0.03
114.58,80.32,Camila_Cabello-Havana,56.36,3.9,Know_It_Alls,422,0.29
121.97,79.05,Drake-Gods_Plan,63.12,3.84,Know_Somethings,311,0.06
122.55,80.52,ACDC-ThunderStruck,60.59,1.11,Federalists,431,0.07
116.76,80.33,Ed_Sheeran-Perfect,62.93,1.55,Federalists,366,0.01
123.47,78.19,Mozart-Die_Zauberflote,62.07,0.35,Know_It_Alls,386,0.08
118.81,81.27,Camila_Cabello-Havana,62.39,3.16,Know_Somethings,375,0.13
117.16,79.1,Ed_Sheeran-Perfect,59.48,20.4,Know_It_Alls,375,0
121.36,84.21,Ed_Sheeran-Perfect,61.37,10.1,Know_It_Alls,390,0.07
117.21,77.05,Rage_Against_The_Machine-Testify,60.4,1.52,Know_Somethings,300,0.06
119.09,76.66,Other,58.15,5.35,Know_Nothings,207,0.19
123.48,79.43,Other,62.39,0.57,Know_Nothings,352,0.05
117.17,76.62,Camila_Cabello-Havana,58.78,0.82,Federalists,229,0.01
124.65,79.08,Drake-Gods_Plan,64.44,23.38,Know_Nothings,426,0.03
119.18,79.54,Ed_Sheeran-Perfect,61.8,18.18,Know_It_Alls,286,0.07
118.65,77.42,Ed_Sheeran-Perfect,63.06,19.96,Know_It_Alls,350,0.14
125.08,82.88,Drake-Gods_Plan,66.03,3.98,Know_Nothings,293,0.11
121.59,80.49,Ed_Sheeran-Perfect,63.99,14.13,Know_It_Alls,404,0.02
128.71,80.76,Other,65.69,1.78,Know_Nothings,490,0.19
117.14,78.4,Other,65.07,1.06,Know_Nothings,261,0.21
122.79,79.91,Drake-Gods_Plan,61.15,15.88,Know_It_Alls,501,0.01
115.97,78.41,Ed_Sheeran-Perfect,60.73,4.59,Know_It_Alls,440,0.17
126.42,81.61,Drake-Gods_Plan,68.01,17.94,Know_It_Alls,315,0.14
119.23,81.17,Drake-Gods_Plan,63.68,1.81,Federalists,299,0.03
118.5,81.27,Other,60.13,1.29,Know_Nothings,503,0
115.98,77.15,Ed_Sheeran-Perfect,62.68,4.41,Know_It_Alls,348,0.04
128.26,76.85,Ed_Sheeran-Perfect,67.26,1.63,Federalists,51,0.06
117.61,79.74,Camila_Cabello-Havana,55.95,2.13,Federalists,378,0.01
122.49,80.07,Mozart-Die_Zauberflote,62.7,4.46,Know_It_Alls,278,0.06
122.96,78.79,Drake-Gods_Plan,65.6,11.09,Know_It_Alls,467,0.08
121.73,83.92,Ed_Sheeran-Perfect,59.32,5.3,Know_Nothings,513,0.08
119.02,82.94,Rage_Against_The_Machine-Testify,59.89,8.19,Know_Somethings,383,0.11
117.91,83,Other,61,9.07,Know_Nothings,166,0.04
120.81,81.01,Other,62.77,1.11,Know_Nothings,317,0.01
117.43,78.5,Ed_Sheeran-Perfect,60.5,1.94,Federalists,441,0.27
119.98,76.42,Camila_Cabello-Havana,57.22,5.25,Know_It_Alls,186,0.07
121.29,79.16,Camila_Cabello-Havana,61.63,13.86,Know_It_Alls,333,0
123.84,80.65,Mozart-Die_Zauberflote,62.33,16.32,Know_It_Alls,204,0.1
123.72,80.3,Ed_Sheeran-Perfect,60.57,3.12,Know_Nothings,264,0.22
118.53,77.95,Camila_Cabello-Havana,61.2,2.73,Federalists,426,0.04
121.72,82.07,Other,63.59,4.15,Know_Nothings,216,0.16
126.83,79.37,ACDC-ThunderStruck,61.5,7.37,Federalists,373,0.07
118.66,76.73,Mozart-Die_Zauberflote,59.6,7.14,Know_It_Alls,339,0.01
123.04,79.86,Mozart-Die_Zauberflote,58.34,1.42,Know_It_Alls,348,0.24
120.44,82.4,Camila_Cabello-Havana,61.06,13.77,Know_It_Alls,436,0.06
120.81,81.58,Ed_Sheeran-Perfect,60.45,18.78,Know_It_Alls,217,0.13
115.21,78,ACDC-ThunderStruck,57,2.34,Federalists,393,0
121.82,78.42,Rage_Against_The_Machine-Testify,61.56,13.27,Know_Somethings,233,0.03
124.95,79.22,Other,62.89,2.23,Know_Nothings,155,0.01
118.57,84.78,Drake-Gods_Plan,58.68,17.7,Know_It_Alls,450,0.03
116.45,79.66,Other,62.47,5.14,Know_Nothings,230,0.33
116.64,76.54,Rage_Against_The_Machine-Testify,59.85,12.59,Know_Somethings,309,0.1
117.7,79.2,Ed_Sheeran-Perfect,58.87,0.34,Federalists,278,0.03
119.53,81,Drake-Gods_Plan,65.86,2.02,Federalists,230,0.02
116.95,79.19,Camila_Cabello-Havana,62.26,3.12,Know_Somethings,413,0.05
113.79,78.61,Camila_Cabello-Havana,54.48,2.12,Federalists,301,0.03
122.16,84.2,Other,60.11,5.18,Know_Nothings,339,0.01
125.94,85.58,Camila_Cabello-Havana,64.98,5.76,Federalists,304,0.02
118.75,79.65,Ed_Sheeran-Perfect,59.82,3.44,Know_Somethings,324,0.02
124.16,80.77,Camila_Cabello-Havana,65.95,12.05,Know_It_Alls,401,0.01
120.94,78.43,Drake-Gods_Plan,56.7,14.43,Know_It_Alls,479,0.02
118.38,84.17,Camila_Cabello-Havana,54.75,8.48,Know_Nothings,315,0.1
117.63,83.2,Ed_Sheeran-Perfect,60.4,5.31,Know_Somethings,418,0.12
128.55,81.17,Camila_Cabello-Havana,68.56,6.02,Know_Nothings,258,0.06
118.97,78.98,Rage_Against_The_Machine-Testify,59.4,19.32,Know_Somethings,392,0.09
117.28,77.28,Ed_Sheeran-Perfect,57.58,4.86,Know_It_Alls,205,0.16
122.17,80.76,Other,63.21,7.12,Know_Nothings,320,0.02
115.19,75.46,Rage_Against_The_Machine-Testify,60.71,5.8,Know_Somethings,366,0.03
121.68,78.03,Camila_Cabello-Havana,63.56,0.4,Federalists,413,0.01
122.46,85.14,Ed_Sheeran-Perfect,62.17,9.03,Know_It_Alls,257,0
116.46,79.61,Mozart-Die_Zauberflote,58.18,0.47,Know_It_Alls,310,0.1
118.86,80.34,Camila_Cabello-Havana,62.32,18.87,Know_It_Alls,361,0.2
119.65,81.26,ACDC-ThunderStruck,63.02,0.25,Federalists,345,0.19
118.6,77.97,Other,60.07,3.89,Know_Nothings,142,0.14
119.18,75.92,ACDC-ThunderStruck,55.08,5.47,Federalists,260,0
119.32,80.74,Camila_Cabello-Havana,66.94,0.03,Federalists,395,0.01
120.8,77.82,Drake-Gods_Plan,60.36,3.13,Know_Somethings,315,0.02
120.2,79.33,Mozart-Die_Zauberflote,60.34,5.95,Know_It_Alls,291,0.07
118.8,87.03,Drake-Gods_Plan,63.02,0.13,Federalists,299,0.05
123.7,81.68,Rage_Against_The_Machine-Testify,62.94,2.4,Know_Somethings,463,0.07
117.39,76.42,Camila_Cabello-Havana,61.04,5.23,Know_It_Alls,239,0.15
120.28,88.71,Drake-Gods_Plan,60.79,9.55,Know_It_Alls,263,0.02
116.76,76.8,Drake-Gods_Plan,57.11,5.28,Know_It_Alls,419,0.02
122.64,76.47,Camila_Cabello-Havana,60.94,0.14,Federalists,249,0.03
121.97,80.16,ACDC-ThunderStruck,61.6,2.35,Federalists,282,0.11
121.35,81.05,Mozart-Die_Zauberflote,61.58,4.07,Know_It_Alls,459,0.04
119.47,79.28,Other,60.26,2.65,Know_Nothings,205,0.03
121.93,79.92,Drake-Gods_Plan,64.18,8.52,Know_Somethings,393,0
123.53,86.75,Rage_Against_The_Machine-Testify,64.86,1.59,Know_Somethings,341,0.11
117.22,79.1,Ed_Sheeran-Perfect,58.19,3.08,Know_Somethings,403,0.06
120.99,79.64,Drake-Gods_Plan,62.95,4.66,Know_Somethings,412,0.06
119.81,81.16,Other,61.59,14.05,Know_Nothings,224,0.06
118.83,77.28,Camila_Cabello-Havana,63.67,6.59,Know_It_Alls,382,0.06
117.81,80.23,Drake-Gods_Plan,59.67,10.19,Know_It_Alls,411,0.01
117.32,78.32,Ed_Sheeran-Perfect,58.74,18.8,Know_It_Alls,336,0.05
120.42,78.42,Ed_Sheeran-Perfect,58.58,2.13,Federalists,375,0.1
118.27,80.05,Ed_Sheeran-Perfect,59.73,4.47,Know_Somethings,291,0.11
117.08,78.55,ACDC-ThunderStruck,59.01,1.55,Federalists,349,0.15
119.49,82.43,ACDC-ThunderStruck,58.61,12.78,Federalists,224,0.12
122.05,77.24,Ed_Sheeran-Perfect,60.77,0.16,Federalists,481,0.02
125.39,81.17,ACDC-ThunderStruck,63.96,7.32,Federalists,207,0.03
116.84,78.91,Camila_Cabello-Havana,60.96,1.67,Federalists,421,0.23
119.88,80.68,Drake-Gods_Plan,59.38,7.52,Know_Somethings,338,0.08
120.87,80.37,Drake-Gods_Plan,62.15,0.16,Federalists,273,0
124.43,79.99,ACDC-ThunderStruck,59.98,5.24,Federalists,216,0.02
119.16,81.17,Camila_Cabello-Havana,59.88,6.48,Know_Somethings,363,0.01
117.78,76.04,Rage_Against_The_Machine-Testify,58.25,1.87,Know_Somethings,472,0.15
125.21,74.79,ACDC-ThunderStruck,63.5,3.05,Federalists,401,0.16
118.56,81.8,Ed_Sheeran-Perfect,59.85,2.98,Know_Somethings,231,0.06
116.56,78.72,Drake-Gods_Plan,54.51,7.18,Know_It_Alls,274,0.19
128.11,81.76,Ed_Sheeran-Perfect,63.79,1.88,Federalists,173,0.13
126.49,76.94,Camila_Cabello-Havana,62.92,1.79,Federalists,392,0.19
128.6,80.38,Ed_Sheeran-Perfect,67.64,0.85,Federalists,259,0.09
117.93,77.79,Drake-Gods_Plan,59.74,10.1,Know_It_Alls,348,0.32
119.17,77.87,Camila_Cabello-Havana,59.2,0.49,Federalists,293,0.01
120.49,80.79,Drake-Gods_Plan,58.44,0.95,Federalists,326,0.3
118.38,79.2,Camila_Cabello-Havana,57.69,26.9,Know_Nothings,270,0.03
117.95,78.57,ACDC-ThunderStruck,63.42,7.55,Federalists,330,0.26
121.8,78.9,Rage_Against_The_Machine-Testify,58.5,6.92,Know_Somethings,337,0.01
118.87,80.59,Rage_Against_The_Machine-Testify,63.72,1.87,Know_Somethings,233,0.14
115.79,79.9,ACDC-ThunderStruck,62.43,1.5,Federalists,271,0.13
117.48,85.13,Ed_Sheeran-Perfect,59.35,9.64,Know_It_Alls,158,0.03
117.04,86.78,Drake-Gods_Plan,59.27,2.21,Federalists,270,0.12
125.42,76.63,Ed_Sheeran-Perfect,64.17,20.07,Know_It_Alls,265,0.02
120.47,79.76,Ed_Sheeran-Perfect,61.51,2.5,Federalists,237,0.07
121.39,78.68,Ed_Sheeran-Perfect,66,2.52,Federalists,325,0.02
121.79,75.24,Ed_Sheeran-Perfect,60.72,14.94,Know_It_Alls,322,0.26
121.97,78,Rage_Against_The_Machine-Testify,61.61,0.12,Know_Somethings,313,0
122.41,78.36,Camila_Cabello-Havana,63.29,2,Federalists,396,0.08
120.84,78.53,Camila_Cabello-Havana,63.53,2.82,Federalists,341,0.03
115.79,80.26,Camila_Cabello-Havana,60.42,8.27,Know_Somethings,461,0.15
117.42,84.8,Camila_Cabello-Havana,61.1,16.55,Know_It_Alls,306,0.03
116.13,78.45,ACDC-ThunderStruck,57.13,9.65,Federalists,165,0.05
116.7,75.23,Drake-Gods_Plan,61.82,3.79,Know_It_Alls,240,0.02
122.78,78,Ed_Sheeran-Perfect,61.01,2.67,Federalists,206,0.25
116.1,76.06,Drake-Gods_Plan,61.8,29.52,Know_Nothings,335,0.09
121.89,80.05,Other,62.85,21.73,Know_Nothings,234,0.14
120.69,79.11,Rage_Against_The_Machine-Testify,62.97,30.05,Know_Somethings,315,0.11
119.63,82.4,Rage_Against_The_Machine-Testify,64.43,23.82,Know_Somethings,408,0.04
116.62,77.67,Ed_Sheeran-Perfect,57.45,4,Know_It_Alls,480,0.29
121.35,77.24,Rage_Against_The_Machine-Testify,61.46,6.53,Know_Somethings,393,0.01
116.56,78.1,Rage_Against_The_Machine-Testify,61.48,24.7,Know_Somethings,515,0.38
117.56,80.6,Camila_Cabello-Havana,62.8,11.59,Know_It_Alls,317,0.16
122,81.67,ACDC-ThunderStruck,62.56,1.51,Federalists,315,0.09
117.86,77.21,Drake-Gods_Plan,58.03,3.49,Know_It_Alls,239,0
118.6,78.89,Ed_Sheeran-Perfect,62.31,4.1,Know_Somethings,294,0.03
122.69,80.49,Drake-Gods_Plan,60.38,13.86,Know_It_Alls,396,0.08
119.66,81.36,Drake-Gods_Plan,60.96,2.37,Federalists,441,0.03
122.81,80.6,Camila_Cabello-Havana,60.63,6.99,Know_Nothings,453,0.21
117.9,78.45,Drake-Gods_Plan,63.61,7.22,Know_Somethings,351,0.01
123.14,78.07,Drake-Gods_Plan,63.49,0.65,Federalists,320,0.01
115.58,80.74,Camila_Cabello-Havana,61.24,7.76,Know_Somethings,342,0.02
