Player,height,weight,collage,born,birth_city,birth_state,Num_of_Seasons,Num_of_Pos,Avg_Age,Num_of_Tms,Avg_Games,Avg_GS,Avg_MP,Avg_PER,Avg_TS%,Avg_3PAr,Avg_FTr,Avg_ORB%,Avg_DRB%,Avg_TRB%,Avg_AST%,Avg_STL%,Avg_BLK%,Avg_TOV%,Avg_USG%,Avg_OWS,Avg_DWS,Avg_WS,Avg_WS/48,Avg_OBPM,Avg_DBPM,Avg_BMP,Avg_VORP,Avg_FG,Avg_FGA,Avg_FG%,Avg_3P,Avg_3PA,Avg_3P%,Avg_2P,Avg_2PA,Avg_2P%,Avg_eFG%,Avg_FT,Avg_FTA,Avg_FT%,Avg_ORB,Avg_DRB,Avg_TRB,Avg_AST,Avg_STL,Avg_BLK,Avg_TOV,Avg_PF,Avg_PTS
"Allen Crabbe",198,95,"University of California",1992,"Los Angeles",California,3,1,23.00,1,70.33,8.00,1680.67,10.83,0.57,0.48,0.15,1.13,10.00,5.60,7.13,1.37,0.97,8.27,14.27,2.23,1.00,3.23,0.09,-0.20,-0.50,-0.70,0.50,225.67,492.67,0.45,92.00,224.00,0.40,133.67,268.67,0.49,0.54,71.67,84.33,0.82,17.67,153.67,171.33,77.00,45.33,17.00,47.00,145.67,615.00
"Allen Iverson*",183,74,"Georgetown University",1975,Hampton,Virginia,14,4,29.05,5,53.20,52.10,2165.15,19.44,0.52,0.15,0.43,2.11,7.74,4.92,27.73,2.40,0.29,13.20,29.99,3.31,2.13,5.44,0.11,2.50,-1.47,1.03,2.30,476.60,1118.45,0.43,57.90,185.20,0.34,418.70,933.25,0.45,0.46,361.75,462.80,0.77,40.70,151.25,191.95,324.40,110.65,9.25,187.00,100.30,1372.85
"Allen Leavell",185,77,"Oklahoma City University",1957,Muncie,Indiana,10,2,26.50,1,70.00,30.50,1624.80,13.81,0.51,0.12,0.31,1.84,5.91,3.86,27.36,2.54,0.42,17.45,19.02,1.60,1.38,2.98,0.08,-0.48,-1.44,-1.92,0.35,254.90,566.60,0.44,14.10,60.30,0.22,240.80,506.30,0.47,0.45,144.50,173.30,0.82,29.40,87.00,116.40,333.90,92.90,12.00,132.40,148.90,668.40
"Alonzo Bradley",198,86,"Texas Southern University",1953,Utica,Mississippi,1,1,24.00,1,43.00,,798.00,9.00,0.46,,0.19,3.10,10.30,6.60,9.30,0.90,0.40,14.30,19.20,-0.10,0.00,-0.10,0.00,-2.80,-2.10,-4.90,-0.60,130.00,304.00,0.43,,,,130.00,304.00,0.43,0.43,43.00,59.00,0.73,24.00,75.00,99.00,54.00,16.00,6.00,55.00,83.00,303.00
"Alonzo Gee",198,102,"University of Alabama",1987,"Riviera Beach",Florida,6,2,25.09,7,45.73,22.45,961.82,9.74,0.51,0.19,0.31,6.29,11.25,8.69,6.02,2.05,1.46,17.94,15.26,0.44,0.64,1.05,0.03,-2.86,0.30,-2.55,0.15,107.09,244.18,0.44,19.00,58.73,0.30,88.09,185.45,0.47,0.47,60.82,80.18,0.71,42.64,101.73,144.36,44.64,40.18,11.27,47.36,83.36,294.00
"Alonzo Mourning*",208,108,"Georgetown University",1970,Chesapeake,Virginia,12,3,29.14,4,58.93,50.00,1840.50,20.18,0.57,0.01,0.64,10.08,21.87,16.15,5.94,0.79,7.13,15.63,24.51,2.89,3.43,6.33,0.15,-1.61,2.38,0.75,1.70,361.29,686.14,0.52,1.57,6.29,0.12,359.71,679.86,0.52,0.52,288.07,417.00,0.66,154.29,353.86,508.14,66.93,29.43,167.93,157.36,198.57,1012.21
"Alton Lister",213,108,"Arizona State University",1958,Dallas,Texas,12,2,30.64,5,68.64,41.43,1367.79,11.75,0.53,0.00,0.45,10.86,26.26,18.49,5.84,0.78,4.39,21.72,14.04,0.39,2.25,2.66,0.08,-3.54,1.96,-1.58,0.56,178.21,348.21,0.50,0.07,0.57,0.08,178.14,347.64,0.50,0.50,91.79,152.64,0.63,133.43,303.79,437.21,65.07,25.00,106.36,104.14,228.14,448.29
"Alvan Adams",206,95,"University of Oklahoma",1954,Lawrence,Kansas,13,2,27.00,1,76.00,48.86,2092.54,18.02,0.54,0.00,0.28,8.32,19.46,13.98,21.12,2.20,1.62,17.85,21.85,2.30,3.35,5.65,0.13,1.27,2.21,3.46,3.03,439.15,881.85,0.50,0.22,1.67,0.12,439.00,880.69,0.50,0.50,191.54,243.08,0.79,155.00,378.62,533.62,308.62,99.15,62.15,199.45,247.23,1070.00
"Alvin Robertson",190,83,"University of Arkansas",1962,Barberton,Ohio,10,1,27.25,5,70.67,61.17,2222.92,16.17,0.53,0.12,0.26,7.11,10.94,8.99,22.17,4.07,0.75,17.61,19.63,1.85,2.79,4.63,0.10,1.45,2.17,3.61,3.28,388.25,815.33,0.47,23.00,76.83,0.29,365.25,738.50,0.50,0.49,158.83,214.92,0.72,144.00,217.25,361.25,349.33,188.92,28.42,187.42,238.00,958.33
"Alvin Scott",201,83,"Oral Roberts University",1955,Cleveland,Tennessee,8,1,25.50,1,78.38,17.50,1356.63,10.99,0.53,0.01,0.42,6.59,13.08,9.89,9.65,1.67,1.84,17.91,12.65,0.95,1.91,2.89,0.10,-2.08,1.69,-0.38,0.64,146.38,304.50,0.47,0.67,3.33,0.20,145.88,302.00,0.48,0.48,92.75,126.50,0.74,82.63,166.38,249.00,105.88,50.50,46.38,77.13,129.25,386.00
"Alvin Williams",198,90,"Drake University",1948,,,7,2,25.33,3,56.78,38.56,1517.89,12.19,0.48,0.15,0.23,2.42,7.79,5.06,22.07,2.21,0.57,13.70,16.86,1.36,1.22,2.57,0.07,-1.20,-1.06,-2.24,0.37,198.78,469.67,0.42,24.11,76.56,0.33,174.67,393.11,0.43,0.44,76.33,100.67,0.75,30.56,104.67,135.22,219.67,65.00,12.44,75.33,108.44,498.00
"Amal McCaskill",211,106,"Marquette University",1973,Maywood,Illinois,1,1,30.00,1,59.00,3.00,636.00,7.30,0.44,0.01,0.23,9.00,15.60,12.30,5.20,1.00,2.50,16.20,11.40,-0.10,0.70,0.60,0.05,-4.50,0.90,-3.60,-0.30,47.00,117.00,0.40,0.00,1.00,0.00,47.00,116.00,0.41,0.40,19.00,27.00,0.70,48.00,85.00,133.00,20.00,12.00,20.00,25.00,89.00,113.00
"Amar'e Stoudemire",208,111,,1982,"Lake Wales",Florida,13,2,27.47,5,60.13,47.20,1829.93,21.13,0.60,0.01,0.46,9.09,19.37,14.29,6.47,1.20,2.78,12.77,25.23,4.38,2.02,6.40,0.16,0.38,-0.54,-0.15,1.13,411.67,764.80,0.54,2.00,8.67,0.17,409.67,756.13,0.55,0.54,284.53,374.73,0.75,142.20,320.80,463.00,72.87,44.27,72.60,135.33,189.47,1109.87
"Amir Johnson",206,108,,1987,"Los Angeles",California,10,1,24.50,3,73.40,46.10,1646.00,15.88,0.61,0.05,0.29,11.09,18.82,14.94,8.10,1.43,4.05,15.52,14.47,2.92,2.01,4.94,0.15,0.10,2.46,2.55,1.89,231.40,403.00,0.58,8.30,24.40,0.27,223.10,378.60,0.59,0.59,78.10,116.30,0.67,153.40,263.90,417.30,88.90,45.90,76.70,81.90,226.10,549.20
"Anderson Varejao",208,123,,1982,"Santa Teresa",Brazil,12,2,28.29,3,47.57,14.86,1103.93,15.17,0.53,0.01,0.43,11.35,23.46,17.40,8.29,1.85,2.01,12.47,14.98,1.61,1.79,3.39,0.14,-1.26,1.91,0.65,0.95,132.29,260.29,0.50,0.07,3.07,0.02,132.21,257.21,0.50,0.50,69.71,110.57,0.64,109.21,221.14,330.36,54.21,39.29,29.43,43.29,120.29,334.36
"Andray Blatche",211,106,,1986,Syracuse,"New York",8,2,23.50,2,66.88,23.88,1535.88,16.05,0.50,0.05,0.27,9.76,19.06,14.31,10.74,2.00,2.98,14.32,22.99,0.65,1.71,2.40,0.07,-1.61,0.87,-0.75,0.68,287.63,614.25,0.46,6.13,25.75,0.23,281.50,588.50,0.47,0.46,123.75,171.00,0.70,128.88,244.38,373.25,98.50,60.88,56.38,112.75,168.25,705.13
"Andre Barrett",178,78,"Seton Hall University",1982,Bronx,"New York",2,1,22.50,5,19.00,0.33,255.00,10.77,0.45,0.27,0.18,3.55,7.63,5.62,23.70,1.65,0.08,14.25,17.85,-0.08,0.17,0.08,0.03,-2.13,-2.22,-4.37,-0.15,27.67,76.00,0.38,5.33,22.00,0.19,22.33,54.00,0.43,0.41,7.67,10.33,0.77,6.67,15.00,21.67,40.33,9.67,0.33,14.00,21.33,68.33
"Andre Drummond",211,126,"University of Connecticut",1993,"Mount Vernon","New York",5,1,21.00,1,77.00,67.00,2287.80,21.54,0.54,0.00,0.44,16.38,31.10,23.46,4.10,2.18,4.24,11.12,20.48,3.08,4.18,7.24,0.15,-0.92,1.74,0.82,1.54,443.20,808.60,0.56,1.00,3.80,0.22,442.20,804.80,0.56,0.56,136.60,358.60,0.38,357.20,632.00,989.20,55.20,95.20,116.00,118.80,236.80,1024.00
"Andre Iguodala",198,97,"University of Arizona",1984,Springfield,Illinois,13,2,27.00,3,75.08,58.38,2602.62,15.71,0.56,0.30,0.36,3.17,13.99,8.62,19.67,2.32,1.06,14.88,17.20,3.60,3.28,6.85,0.13,1.30,1.68,2.97,3.32,349.46,752.00,0.47,69.85,208.08,0.34,279.62,543.92,0.53,0.52,206.85,289.54,0.69,72.38,322.46,394.85,338.15,119.08,35.62,153.15,139.69,975.62
"Andre McCarter",190,86,"University of California, Los Angeles",1953,Philadelphia,Pennsylvania,1,1,23.00,1,59.00,,725.00,11.60,0.49,,0.17,2.20,5.80,3.90,18.60,1.40,0.00,,,0.50,0.40,0.80,0.06,-2.10,-2.70,-4.80,-0.50,119.00,257.00,0.46,,,,119.00,257.00,0.46,0.46,32.00,45.00,0.71,16.00,39.00,55.00,99.00,23.00,0.00,,63.00,270.00
"Andre Miller",206,102,"Michigan State University",1971,"Benton Harbor",Michigan,17,2,32.60,10,62.48,40.96,1837.20,16.02,0.54,0.08,0.35,3.71,10.17,6.96,33.42,1.88,0.39,18.90,18.70,3.05,1.42,4.48,0.11,0.64,-0.76,-0.14,1.34,270.76,585.60,0.48,8.72,39.44,0.24,262.04,546.16,0.49,0.49,175.16,217.76,0.79,61.88,157.36,219.24,388.68,69.52,10.08,141.80,131.60,725.40
"Andre Roberson",196,83,"Oral Roberts University",1955,Chattanooga,Tennessee,3,2,24.00,1,72.00,71.33,1738.33,9.63,0.53,0.40,0.23,5.20,13.87,9.60,5.33,1.90,2.17,12.27,9.40,1.13,2.10,3.23,0.09,-1.30,1.83,0.57,1.07,147.67,312.67,0.47,32.67,124.00,0.27,115.00,188.67,0.61,0.53,34.33,71.00,0.50,79.00,223.67,302.67,65.33,66.67,50.00,44.00,159.33,362.33
"Andre Spencer",198,95,"Northern Arizona University",1964,Stockton,California,2,1,28.50,4,16.00,0.67,257.00,10.25,0.43,0.00,0.38,7.73,11.90,9.78,7.13,2.82,1.07,16.28,18.75,0.25,0.20,0.47,0.03,-3.60,0.00,-3.62,0.02,41.67,93.67,0.38,0.00,0.67,0.00,41.67,93.00,0.38,0.38,32.00,43.67,0.74,22.67,28.67,51.33,15.33,12.00,4.67,15.67,35.67,115.33
"Andre Turner",180,72,"University of Memphis",1964,Memphis,Tennessee,2,1,26.50,2,70.00,2.00,1139.00,12.45,0.49,0.07,0.26,2.50,9.25,5.90,29.90,2.70,0.05,20.30,17.15,0.05,1.05,1.15,0.04,-2.50,-0.95,-3.45,-0.35,139.50,322.00,0.43,6.50,24.50,0.21,133.00,297.50,0.45,0.44,62.50,82.00,0.76,26.50,94.50,121.00,244.00,60.00,1.00,89.50,91.50,348.00
"Andre Wakefield",190,79,"Loyola University of Chicago",1955,Chicago,Illinois,1,1,24.00,3,48.67,,390.67,-1.93,0.28,,0.26,2.90,6.30,4.50,14.33,1.00,0.13,39.43,17.17,-0.80,0.20,-0.60,-0.18,-10.23,-2.33,-12.60,-0.53,41.33,118.00,0.23,,,,41.33,118.00,0.23,0.23,32.00,46.00,0.70,16.67,34.00,50.67,46.67,12.67,1.33,48.67,46.67,114.67
"Andrea Bargnani",213,111,,1985,Rome,Italy,10,2,25.50,3,55.00,37.70,1580.60,14.19,0.52,0.25,0.25,4.01,14.66,9.31,7.35,0.66,2.24,10.20,24.28,0.97,0.89,1.88,0.05,-1.03,-1.80,-2.80,-0.09,293.20,667.60,0.44,62.70,177.10,0.33,230.50,490.50,0.47,0.48,138.20,167.70,0.83,53.00,201.10,254.10,65.30,20.70,47.00,85.10,133.80,787.30
"Andrei Kirilenko",206,99,,1981,Izhevsk,Russia,12,2,25.67,3,65.83,45.50,1990.00,18.39,0.57,0.17,0.56,6.98,14.68,10.82,14.62,2.42,4.80,15.77,18.38,3.40,2.88,6.28,0.15,1.32,3.38,4.72,3.54,262.17,552.67,0.48,30.58,98.75,0.29,231.58,453.92,0.52,0.51,230.75,305.92,0.74,116.50,245.50,362.00,180.67,91.33,121.75,126.42,133.67,785.67
"Andres Nocioni",201,102,,1979,"Santa Fe",Argentina,7,3,28.22,4,64.33,24.44,1549.78,12.64,0.54,0.37,0.26,3.23,18.36,10.76,8.47,0.92,1.39,12.68,20.87,0.97,1.78,2.76,0.08,-1.03,-0.79,-1.82,0.13,247.33,573.22,0.43,78.89,208.78,0.37,168.44,364.44,0.46,0.50,122.56,153.11,0.79,45.22,248.33,293.56,79.44,28.11,28.89,92.44,183.44,696.11
"Andrew Bogut",213,117,"University of Utah",1984,Melbourne,Australia,11,2,27.31,5,52.77,50.77,1517.77,11.36,0.54,0.01,0.23,9.38,24.65,16.92,11.36,1.06,3.98,19.60,14.25,1.45,2.41,3.85,0.11,-2.14,3.68,1.54,1.66,225.23,420.69,0.53,0.23,1.92,0.24,225.00,418.77,0.53,0.53,62.85,113.69,0.49,134.62,334.38,469.00,118.31,33.54,82.38,92.00,167.23,513.54
"Andrew Bynum",213,129,,1987,Plainsboro,"New Jersey",7,1,23.00,4,44.22,37.56,1207.56,19.12,0.56,0.00,0.37,11.99,24.24,18.27,8.54,0.56,4.44,13.34,22.37,2.34,1.86,4.19,0.14,-1.39,1.20,-0.17,1.01,219.78,398.78,0.52,0.11,1.00,0.07,219.67,397.78,0.52,0.52,112.89,161.44,0.71,114.00,251.11,365.11,56.67,15.00,73.78,73.44,111.44,552.56
"Andrew DeClercq",208,104,"University of Florida",1973,Detroit,Michigan,8,1,26.20,5,60.40,28.40,1069.70,12.49,0.54,0.00,0.43,11.99,17.32,14.60,5.44,2.15,2.28,17.62,14.87,0.96,1.22,2.20,0.10,-1.74,0.87,-0.86,0.31,122.80,242.40,0.50,0.00,0.10,0.00,122.80,242.30,0.50,0.50,66.20,105.10,0.64,110.40,159.00,269.40,36.10,43.10,32.50,59.90,190.60,311.80
"Andrew Lang",211,111,"University of Arkansas",1966,"Pine Bluff",Arkansas,10,1,26.92,6,64.00,35.50,1423.25,11.61,0.52,0.01,0.35,9.11,17.01,13.10,3.63,1.08,4.70,14.44,14.27,0.67,1.88,2.55,0.09,-3.09,1.72,-1.37,0.27,172.75,367.67,0.48,0.50,2.08,0.20,172.25,365.58,0.48,0.48,81.00,107.50,0.74,107.67,210.08,317.75,39.42,30.08,100.58,66.58,183.67,427.00
"Andrew Nicholson",206,113,"St. Bonaventure University",1989,Mississauga,Canada,4,1,25.67,4,47.17,5.50,655.00,9.50,0.48,0.23,0.15,5.00,17.82,11.42,4.45,1.52,1.57,12.22,18.70,0.05,0.57,0.60,0.02,-4.57,-1.23,-5.80,-0.57,111.33,239.67,0.43,13.17,42.83,0.25,98.17,196.83,0.48,0.46,31.83,40.67,0.77,31.00,108.33,139.33,19.00,14.00,14.83,34.17,77.00,267.67
"Andrew Toney",190,80,"University of Louisiana at Lafayette",1957,Birmingham,Alabama,7,1,26.29,1,66.00,41.00,1789.14,15.54,0.56,0.09,0.36,2.10,6.86,4.54,24.87,1.31,0.49,17.84,25.26,2.31,1.57,3.87,0.09,0.56,-2.36,-1.81,0.39,406.86,811.71,0.49,19.71,57.29,0.34,387.14,754.43,0.50,0.50,228.43,286.00,0.79,33.29,110.14,143.43,279.00,52.43,15.00,198.14,190.43,1061.86
"Andris Biedrins",211,108,,1986,Riga,Latvia,7,1,22.00,1,61.00,43.00,1460.29,14.57,0.58,0.00,0.27,11.14,24.01,17.47,6.23,1.49,3.76,15.39,11.73,2.31,1.77,4.07,0.12,-1.30,2.16,0.89,1.17,196.57,329.86,0.60,0.00,0.14,0.00,196.57,329.71,0.60,0.60,51.29,101.00,0.37,158.14,319.43,477.57,63.00,43.43,73.43,64.43,204.57,444.43
"Andy Johnson",196,97,"University of Portland",1932,"Los Angeles",California,4,2,27.50,2,73.00,,1693.00,10.88,0.43,,0.40,,,,,,,,,0.33,1.65,2.00,0.06,,,,,270.75,690.50,0.39,,,,270.75,690.50,0.39,0.39,170.25,281.50,0.60,,,297.50,168.75,,,,217.00,711.75
"Andy Phillip*",188,88,"University of Illinois at Urbana-Champaign",1922,"Granite City",Illinois,7,3,32.00,4,68.29,,2196.86,12.47,0.44,,0.45,,,,,,,,,1.92,2.22,4.15,0.09,,,,,190.86,510.14,0.37,,,,190.86,510.14,0.37,0.37,164.29,236.29,0.67,,,278.43,367.86,,,,173.43,546.00
"Anfernee Hardaway",201,88,"University of Memphis",1971,Memphis,Tennessee,11,3,28.08,4,58.15,43.00,1945.92,15.88,0.51,0.17,0.29,4.23,10.88,7.55,21.75,2.30,0.93,14.65,21.58,2.80,2.08,4.89,0.10,0.93,0.40,1.36,2.11,325.62,715.38,0.44,40.23,126.31,0.33,285.38,589.08,0.47,0.47,175.77,226.69,0.78,79.69,179.54,259.23,280.23,89.85,25.38,143.92,128.54,867.23
"Ansu Sesay",206,102,"University of Mississippi",1976,Greensboro,"North Carolina",1,1,27.00,1,57.00,2.00,583.00,13.00,0.50,0.12,0.26,8.80,9.80,9.30,5.40,1.70,2.60,10.40,17.60,0.60,0.20,0.80,0.06,-1.40,-1.20,-2.60,-0.10,81.00,178.00,0.46,6.00,21.00,0.29,75.00,157.00,0.48,0.47,32.00,46.00,0.70,43.00,49.00,92.00,19.00,19.00,20.00,23.00,66.00,200.00
"Antawn Jamison",203,101,"University of North Carolina",1976,Shreveport,Louisiana,15,2,29.47,6,66.29,54.59,2340.94,17.84,0.52,0.20,0.29,7.51,17.48,12.41,8.17,1.44,0.85,8.28,24.12,4.02,1.49,5.51,0.11,1.25,-1.56,-0.32,1.09,478.12,1056.94,0.46,72.94,210.06,0.34,405.18,846.88,0.48,0.49,217.47,302.06,0.70,157.88,351.35,509.24,108.12,65.29,25.82,105.76,160.59,1246.65
"Anthony Avent",206,106,"Seton Hall University",1969,"Rocky Mount","North Carolina",4,1,24.33,4,62.00,32.17,1279.83,9.08,0.44,0.00,0.27,10.43,17.60,13.95,6.45,1.20,1.95,15.93,16.73,-0.90,1.15,0.23,0.01,-4.53,-0.05,-4.60,-0.87,155.17,384.67,0.39,0.00,0.33,0.00,155.17,384.33,0.40,0.39,65.83,95.00,0.69,112.17,193.83,306.00,55.17,30.17,37.83,78.33,150.50,376.17
"Anthony Bennett",203,111,"University of Nevada, Las Vegas",1993,Toronto,Canada,2,1,20.50,2,54.50,1.50,778.50,9.15,0.44,0.16,0.26,7.30,20.00,13.45,6.35,1.55,1.20,12.75,19.05,-0.60,0.55,-0.05,-0.01,-4.70,-1.35,-6.05,-0.75,102.50,261.00,0.39,10.00,38.00,0.27,92.50,223.00,0.41,0.41,42.50,66.50,0.64,50.50,135.00,185.50,32.50,24.00,12.00,41.50,90.00,257.50
"Anthony Bonner",203,97,"Saint Louis University",1968,"St. Louis",Missouri,5,2,24.00,2,62.80,24.00,1465.80,11.48,0.50,0.01,0.38,10.74,15.52,13.10,9.04,2.38,0.78,18.06,15.20,0.18,1.94,2.12,0.07,-2.12,1.76,-0.34,0.54,175.20,373.20,0.48,0.40,3.20,0.15,174.80,370.00,0.48,0.48,86.40,146.00,0.59,140.40,201.00,341.40,87.60,68.60,16.80,89.40,154.60,437.20
"Anthony Bowie",198,86,"University of Oklahoma",1963,Tulsa,Oklahoma,6,1,29.33,2,69.33,13.17,1281.17,11.38,0.51,0.08,0.18,4.02,9.60,6.83,15.10,1.75,0.80,15.08,16.77,0.73,1.10,1.83,0.07,-1.83,-0.22,-2.07,0.08,190.50,404.17,0.47,10.50,33.67,0.29,180.00,370.50,0.48,0.48,61.00,73.67,0.82,44.17,112.33,156.50,133.33,44.00,16.67,74.83,107.17,452.50
"Anthony Carter",185,86,"University of Hawaii",1975,Milwaukee,Wisconsin,10,1,30.42,5,52.08,14.92,1026.17,10.22,0.46,0.20,0.18,2.06,9.90,6.03,28.33,2.63,0.80,23.51,15.52,-0.32,1.26,0.92,0.03,-3.09,0.06,-3.02,-0.16,103.67,254.25,0.40,10.25,40.17,0.21,93.42,214.08,0.44,0.43,36.08,50.92,0.78,20.33,88.50,108.83,197.92,51.33,9.67,80.17,93.25,253.67
"Anthony Cook",206,92,"University of Arizona",1967,"Los Angeles",California,1,1,23.00,1,58.00,25.00,1121.00,10.70,0.45,0.01,0.46,10.30,17.90,13.70,2.60,1.30,3.40,12.80,12.30,0.00,0.50,0.50,0.02,-4.10,0.10,-4.00,-0.60,118.00,283.00,0.42,0.00,3.00,0.00,118.00,280.00,0.42,0.42,71.00,129.00,0.55,134.00,192.00,326.00,26.00,35.00,72.00,50.00,100.00,307.00
"Anthony Davis",206,97,"University of Texas at El Paso",1968,Oakland,California,5,2,21.00,2,67.00,66.00,2306.20,26.30,0.57,0.04,0.39,8.32,25.04,16.58,9.36,1.96,5.56,8.48,27.40,6.22,3.54,9.74,0.20,1.88,2.12,3.96,3.56,568.60,1108.60,0.51,15.60,53.80,0.19,553.00,1054.80,0.52,0.52,346.60,440.60,0.78,169.80,511.00,680.80,118.00,87.20,158.60,119.00,163.00,1499.40
"Anthony Frederick",201,92,"Pepperdine University",1964,"Los Angeles",California,1,1,27.00,1,66.00,26.00,852.00,13.00,0.47,0.05,0.25,9.30,8.90,9.10,11.50,2.20,1.80,12.40,22.20,-0.10,0.60,0.50,0.03,-1.90,-0.80,-2.70,-0.20,161.00,370.00,0.44,4.00,17.00,0.23,157.00,353.00,0.44,0.44,63.00,92.00,0.69,75.00,69.00,144.00,71.00,40.00,26.00,58.00,91.00,389.00
"Anthony Goldwire",185,82,"University of Houston",1971,"West Palm Beach",Florida,4,1,28.00,5,38.75,13.00,785.38,12.34,0.54,0.48,0.28,1.72,8.71,5.20,23.12,1.39,0.06,13.62,16.52,1.11,0.09,1.20,0.08,0.01,-3.49,-3.46,-0.18,90.13,219.63,0.39,36.00,89.13,0.40,54.13,130.50,0.38,0.49,46.25,58.00,0.81,11.50,48.00,59.50,122.88,24.75,1.38,41.25,62.50,262.50
"Anthony Johnson",196,97,"University of Portland",1932,"Los Angeles",California,11,1,28.79,8,51.21,17.05,987.37,10.22,0.47,0.18,0.21,2.29,7.47,4.90,22.90,1.96,0.46,16.59,15.78,0.43,0.87,1.31,0.05,-2.18,-1.03,-3.20,-0.13,107.11,260.21,0.40,20.26,56.00,0.32,86.84,204.21,0.42,0.44,41.00,55.11,0.74,18.42,66.53,84.95,146.11,34.21,5.89,55.05,83.21,275.47
"Anthony Jones",198,88,"University of Nevada, Las Vegas",1962,Washington,"District of Columbia",2,3,24.75,4,49.00,2.00,591.50,9.38,0.46,0.06,0.28,4.30,8.28,6.28,9.60,2.75,1.18,15.28,18.27,-0.30,0.55,0.25,0.01,-4.05,0.05,-4.00,-0.30,84.50,209.50,0.40,4.50,13.25,0.26,80.00,196.25,0.41,0.41,36.75,49.75,0.73,28.25,44.25,72.50,43.75,29.00,13.50,35.00,58.75,210.25
"Anthony Mason",201,113,"Tennessee State University",1966,Miami,Florida,11,3,30.36,4,78.00,50.82,2770.55,14.27,0.56,0.00,0.49,7.63,19.78,13.83,14.76,1.12,0.55,15.45,14.93,4.43,3.59,8.05,0.14,0.05,1.89,1.96,2.90,324.27,635.36,0.51,0.18,1.09,0.19,324.09,634.27,0.51,0.51,224.82,317.09,0.70,172.55,485.64,658.18,268.73,58.64,22.00,139.82,211.55,873.55
"Anthony Miller",206,102,"Michigan State University",1971,"Benton Harbor",Michigan,1,1,23.00,1,46.00,1.00,527.00,14.70,0.57,0.04,0.58,14.10,17.80,15.90,9.60,1.90,0.90,18.70,16.60,0.60,0.60,1.20,0.11,-0.80,-0.20,-1.00,0.10,70.00,132.00,0.53,2.00,5.00,0.40,68.00,127.00,0.54,0.54,47.00,76.00,0.62,67.00,85.00,152.00,35.00,20.00,7.00,38.00,77.00,189.00
"Anthony Morrow",196,95,"Georgia Institute of Technology",1985,Charlotte,"North Carolina",9,1,27.62,8,50.31,11.54,1029.00,12.59,0.55,0.42,0.17,2.52,6.35,4.43,6.41,1.38,0.34,5.87,18.32,1.57,0.35,1.92,0.09,0.25,-2.99,-2.75,0.06,162.92,367.46,0.44,66.46,162.54,0.38,96.46,204.92,0.47,0.52,50.92,57.69,0.90,25.54,72.62,98.15,40.92,27.23,6.00,30.31,75.69,443.23
"Anthony Parker",198,97,"Bradley University",1975,Naperville,Illinois,6,2,33.50,2,73.17,70.50,2228.00,12.05,0.55,0.41,0.19,1.90,11.35,6.58,13.12,1.65,0.43,11.05,15.02,2.30,1.70,3.98,0.08,0.42,0.03,0.42,1.52,268.50,603.83,0.44,97.67,238.67,0.40,170.83,365.17,0.47,0.52,89.83,112.33,0.78,38.00,215.50,253.50,183.33,70.00,13.00,78.83,127.00,724.50
"Anthony Peeler",193,94,"University of Missouri",1969,"Kansas City",Missouri,13,1,28.87,6,57.67,21.87,1443.80,13.13,0.52,0.33,0.14,3.32,8.65,5.99,15.53,2.08,0.43,11.53,18.83,1.30,0.90,2.23,0.07,0.59,-1.36,-0.78,0.47,219.40,511.67,0.43,66.20,171.33,0.37,153.20,340.33,0.45,0.49,60.73,76.13,0.79,40.07,110.53,150.60,139.53,55.73,9.60,71.33,117.80,565.73
"Anthony Randolph",208,92,"Louisiana State University",1989,Worzbach,Germany,5,3,21.14,5,36.14,6.57,586.00,15.39,0.49,0.07,0.36,8.79,21.89,15.26,8.46,1.81,3.89,14.59,23.31,0.16,0.66,0.83,0.05,-3.56,0.53,-3.01,-0.06,106.29,234.86,0.43,3.00,11.29,0.17,103.29,223.57,0.44,0.44,63.14,86.00,0.70,49.86,113.43,163.29,29.71,21.86,32.43,44.86,68.14,278.71
"Anthony Roberson",196,83,"Oral Roberts University",1955,Chattanooga,Tennessee,1,1,25.00,3,19.33,0.00,184.00,10.40,0.45,0.65,0.03,4.70,12.10,8.33,10.23,1.27,0.20,5.97,24.93,0.07,0.07,0.13,-0.01,-1.37,-4.70,-6.10,-0.07,29.33,80.00,0.35,17.33,54.00,0.29,12.00,26.00,0.45,0.44,3.33,3.33,1.00,4.00,10.67,14.67,13.33,6.67,0.67,5.33,12.00,79.33
"Anthony Roberts",196,83,"Oral Roberts University",1955,Chattanooga,Tennessee,2,1,22.50,1,72.50,,1417.00,11.70,0.46,,0.25,9.00,13.05,11.10,10.70,0.90,0.15,11.55,20.90,0.80,1.05,1.80,0.06,-1.55,-2.05,-3.55,-0.60,261.00,617.00,0.42,,,,261.00,617.00,0.42,0.42,114.50,161.00,0.71,120.50,184.00,304.50,106.00,30.00,4.50,91.50,177.00,636.50
"Anthony Tolliver",203,108,"Creighton University",1985,Springfield,Missouri,8,2,27.17,9,51.92,9.83,1086.75,9.07,0.51,0.65,0.21,4.20,16.64,10.34,5.92,0.87,1.06,9.68,13.81,1.27,0.76,2.01,0.06,-1.38,-1.02,-2.39,0.40,117.83,282.08,0.38,59.92,165.17,0.33,57.92,116.92,0.47,0.48,52.25,67.75,0.76,47.17,148.75,195.92,49.92,20.92,17.33,35.08,92.00,347.83
